ForeFlight Logbook Import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aircraft Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftID,EquipmentType,TypeCode,Year,Make,Model,Category,Class,GearType,EngineType,Complex,HighPerformance,Pressurized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N8312T,aircraft,R22,,,Robinson R-22,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N7529Z,aircraft,R22,,,Robinson R-22,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N2774J,aircraft,C172,,Cessna,172,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNKN,aircraft,C182,,,C-182,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N222AJ,,B47G,,,Bell 47,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4626V,,MOR2,,,Varga Kachina,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N44NR,,R44,,,Robinson R-44,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N7196W,,R22,,,Robinson R-22,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N500BE,,R22,,,Robinson R-22,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N28PH,,R22,,,Robinson R-22,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N94594,,R22,,,Robinson R-22,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N505FP,,PA28,,,PA28R,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N57404,aircraft,BL8,,,7ECA,airplane,airplane_single_engine_land,fixed_tailwheel,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N5635K,,BE33,,,BE33,airplane,airplane_single_engine_land,retractable_tricycle,Piston,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N324CP,,H269,,,Schweizer 300CBi,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N21819,,C172,,,C-172,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4371V,,PA32,,,PA32,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N83865,,7AC,,,Aeronca 7AC,airplane,airplane_single_engine_land,fixed_tailwheel,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N5451H,,C172,,,C-172,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N1283Q,,C150,,,C-150,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N10956,,C150,,,C-150,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N45649,,C150,,,C-150,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N6HQ,,C206,,,C-206,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N238AT,,PA44,,,PA44,airplane,airplane_multi_engine_land,retractable_tricycle,Piston,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N9839J,,C150,,,C-150,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N1921W,,H269,,,Schweizer 300CBi,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N7198A,,R22,,,Robinson R-22,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N8277W,,P28T,,,PA28RT201T,airplane,airplane_single_engine_land,retractable_tricycle,Piston,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N10489,,C150,,,C-150,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N1170C,,M20J,,,AST-300,simulator,full_flight_simulator,retractable_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N1839J,,C172,,,C-172,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4066S,,R22,,,Robinson R-22,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N88698,,J3,,,J-3 Cub,airplane,airplane_single_engine_land,fixed_tailwheel,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N1560X,,H269,,,Schweizer 300CBi,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N11HK,,P28A,,,Piper Archer,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5035N,,BL8,,,8KCAB,airplane,airplane_single_engine_land,fixed_tailwheel,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N9299P,,P46T,,,P46T DLX,airplane,airplane_single_engine_land,retractable_tricycle,Turboprop,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N812MB,,P46T,,,P46T DLX,airplane,airplane_single_engine_land,retractable_tricycle,Turboprop,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N747TH,,P46T,,,P46T DLX,airplane,airplane_single_engine_land,retractable_tricycle,Turboprop,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-CGMC,,P46T,,,P46T DLX,airplane,airplane_single_engine_land,retractable_tricycle,Turboprop,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N90SE,,P46T,,,P46T DLX,airplane,airplane_single_engine_land,retractable_tricycle,Turboprop,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N962DA,,P46T,,,P46T DLX,airplane,airplane_single_engine_land,retractable_tricycle,Turboprop,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N754MA,,PA46,,,PA46-310P,airplane,airplane_single_engine_land,retractable_tricycle,Piston,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N8096R,,BE36,,,BE-36,airplane,airplane_single_engine_land,retractable_tricycle,Piston,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N19648,,C172,,,C-172,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N58515,,C206,,,C-206,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N66SB,,BE33,,,BE-36,airplane,airplane_single_engine_land,retractable_tricycle,Piston,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N58514,,C206,,,C-206,airplane,airplane_single_engine_land,fixed_tricycle,Piston,false,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N254AT,,PA44,,,PA44,airplane,airplane_multi_engine_land,retractable_tricycle,Piston,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N252B,,M20J,,,M20J,airplane,airplane_single_engine_land,retractable_tricycle,Piston,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N22HF,,R22,,,Robinson R-22,rotorcraft,rotorcraft_helicopter,skids,Piston,true,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N122WD,,P46T,,,P46T DLX,airplane,airplane_single_engine_land,retractable_tricycle,Turboprop,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N9184F,,PA46,,,PA46-310P,airplane,airplane_single_engine_land,retractable_tricycle,Piston,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N440RP,,R44,,,Robinson R-44,rotorcraft,rotorcraft_helicopter,skids,Piston,false,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N99EC,,M20K,,,M20K,airplane,airplane_single_engine_land,retractable_tricycle,Piston,true,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
